"Time(s)","Cond1"
0,1
0.989,0.972621914013024
1.989,0.96679360712842
2.359,0.886765754427612
6.516,0.86326024951858
9.906,0.839601171827913
13.249,0.825405995665485
16.585,0.81135267177399
19.925,0.79284345641782
23.265,0.77799866076537
26.606,0.763007748676749
29.946,0.758449748059485
33.285,0.745702679489371
36.647,0.734009813863603
40.027,0.726114650423923
43.367,0.722401970819405
46.707,0.701850419283988
50.048,0.704751035767906
53.4,0.693645024843776
56.748,0.683186535102035
60.085,0.674567338300173
63.425,0.665732288866327
66.766,0.660672724521565
70.147,0.648603623260008
73.487,0.637217241418212
76.826,0.63242243399449
80.166,0.630101965609518
83.506,0.623330070078762
86.847,0.620447929743085
90.186,0.614038527213984
93.527,0.605164714753682
96.901,0.598983197436425
100.28,0.595022872647796
103.652,0.585572703224156
106.992,0.58785725242873
110.333,0.578528886341681
113.672,0.573292412232696
117.012,0.564091921112469
120.352,0.556901624005833
123.692,0.555533606989999
127.032,0.552513457830956
130.407,0.545180090928295
133.747,0.537322769501899
137.088,0.537047810006816
140.429,0.52737750899041
143.769,0.529318477642774
147.109,0.521403094149008
150.449,0.51710443438486
153.788,0.516035703749837
157.152,0.504247486422303
160.525,0.504766292304446
163.904,0.496701757757499
167.246,0.495651735384703
170.587,0.493440338916505
173.927,0.491521038065105
177.274,0.486443841142204
180.615,0.481848502481474
183.956,0.479679502256314
187.296,0.472935778741878
190.672,0.467993109246336
194.021,0.467349192506319
197.361,0.458651166555626
200.702,0.455499361546945
204.042,0.453756734010728
207.404,0.447228594974936
210.761,0.446449121937952
214.101,0.442411396749384
217.441,0.448662481746111
220.813,0.43659828052365
224.158,0.432653286848237
227.516,0.433926909499337
230.864,0.429778098023202
234.204,0.421197768243052
237.543,0.424667683224094
240.906,0.419695648965
244.246,0.417845930795053
247.586,0.41070841296276
250.962,0.413555704867191
254.302,0.416149327925197
257.655,0.406604187482471
260.994,0.405381461333624
264.334,0.405176687423002
267.674,0.398978224890072
271.026,0.389653249859454
274.406,0.389887833513283
277.746,0.390117408966471
281.155,0.389074544056267
284.491,0.386675908294148
287.851,0.381022170435932
291.187,0.382379660244548
294.527,0.381952604173045
297.907,0.372841511800393
301.246,0.377846305951836
304.586,0.373539643681651
307.926,0.372338939042118
311.302,0.367293197800467
314.656,0.365172911684554
317.996,0.364798661438437
321.335,0.361430631925959
324.673,0.357610305603559
328.011,0.357623593457583
331.35,0.355325113876356
334.692,0.355721090770025
338.031,0.35241333398557
341.41,0.352136228552846
344.75,0.346175685935629
348.089,0.349185317918564
351.428,0.340784313768373
354.766,0.348162146679233
358.107,0.340222290759572
361.448,0.339165540882109
364.787,0.336544024822471
368.158,0.338913727395935
371.534,0.333575133981788
374.907,0.335934366855635
378.247,0.336240782643572
381.586,0.338266146644952
384.926,0.330436798400279
388.273,0.332499118335765
391.657,0.329680228400823
394.996,0.327541216058816
398.335,0.322665871264987
401.71,0.320187194761396
405.049,0.325637846688536
408.407,0.320600877407107
411.778,0.322202641150776
415.157,0.321610278858007
418.496,0.314299300892457
421.836,0.314883405890196
425.333,0.313346436095795
428.677,0.317321715251135
432.069,0.316912348582332
435.601,0.31143358857157
438.939,0.308636995798265
442.276,0.309069083746532
445.778,0.309460158417584
449.231,0.307716803294159
452.63,0.302880117298156
455.968,0.3052433040041
459.306,0.300053384847242
462.682,0.30371231587659
466.022,0.296369762125427
469.36,0.295477621292393
472.89,0.294413709412083
476.365,0.296958698616865
479.889,0.292750462934239
483.311,0.287559138791937
486.659,0.290078714818738
489.998,0.28977391331667
493.408,0.283854812245752
496.747,0.2821901390648
500.086,0.283639728335328
503.425,0.282878291050124
506.788,0.276362727735657
510.156,0.280277497080528
513.495,0.277115550695521
516.833,0.274434853706706
520.169,0.276787810740013
523.544,0.270720631362299
526.907,0.270093469440848
530.245,0.268248795201382
533.583,0.261950931676766
536.92,0.263641813639373
540.268,0.262518637240956
543.606,0.260111702540168
546.96,0.258188656097564
550.298,0.253826999816501
553.696,0.259127722130353
557.035,0.250790694534125
560.41,0.251454679079645
563.775,0.248179724004038
567.162,0.252827983738536
570.499,0.247912842436593
573.837,0.249252298022475
577.181,0.246592425555919
580.519,0.247621841487802
583.907,0.247419380672337
587.275,0.24007829246724
590.614,0.243051678522702
593.95,0.23856398456081
597.287,0.238184689429362
600.866,0.237760058274334
604.268,0.23881795027802
607.67,0.235792424870319
611.009,0.239097516743947
614.412,0.234862815912816
617.748,0.23268394533172
621.164,0.231410156874669
624.511,0.237953262399048
627.849,0.232608315931469
631.187,0.229205281035218
634.525,0.234415028701555
637.863,0.22683099324234
641.201,0.226575535602253
644.575,0.225327751175468
647.93,0.220408124810158
651.266,0.220447407263884
654.611,0.219447529595766
657.949,0.218404295262061
661.295,0.217158481942907
664.66,0.220628669414193
668.023,0.21475629659165
671.408,0.211300065121148
674.783,0.210319597672124
678.165,0.21122541237761
681.503,0.207772346574806
684.958,0.205134890378164
688.294,0.200530038481139
691.661,0.202111480464393
694.999,0.199015564482853
698.337,0.201247525591575
701.738,0.196818437349565
705.154,0.196146797721477
708.492,0.198116034695322
711.83,0.193409893392883
715.171,0.192392699734212
718.51,0.189201037186836
721.847,0.188383566202118
725.184,0.185032280963638
728.522,0.187097472597841
731.899,0.185764800624693
735.287,0.179470494545467
738.654,0.181466940265631
741.991,0.177701104682838
745.328,0.175452771429907
748.666,0.174138480260731
752.004,0.174693979222037
755.34,0.172013061449223
758.676,0.171600586002545
762.019,0.164421136795264
765.411,0.168388198280548
768.748,0.165169733859908
772.084,0.166178351999731
775.425,0.16133377798413
778.763,0.158912250316594
782.101,0.159280156993923
785.446,0.160289254101177
788.782,0.156846418887359
792.162,0.157421685801236
795.535,0.151734219436923
798.877,0.155017090907072
802.214,0.15041842235879
805.55,0.150964733147407
808.891,0.146223208341606
812.228,0.147940382813719
815.565,0.146926277552395
818.935,0.147363543810346
822.273,0.145445043699161
825.654,0.144014537023777
828.991,0.134325753044761
832.333,0.141767075292904
835.669,0.134984113284062
839.008,0.137172911612922
842.35,0.130582932740456
845.697,0.134801383164617
849.035,0.126923470780241
852.406,0.128284622947935
855.804,0.129957965078261
859.156,0.126505750513914
862.493,0.123339867633897
865.83,0.12561981483976
869.166,0.126551372714093
872.53,0.122461677304832
875.908,0.118361747013047
879.246,0.119185515127735
882.582,0.119562503387644
885.955,0.118245093556977
889.292,0.117570764073274
892.66,0.112277333456539
895.997,0.111118105446243
899.333,0.109840227876581
902.67,0.113165234273385
906.007,0.109469971002829
909.343,0.109709638768085
912.68,0.105677177193936
916.053,0.104965961246154
919.408,0.0991042371913494
922.775,0.100403369671802
926.16,0.0989266198483306
929.498,0.100763847315956
932.835,0.0991681877061523
936.172,0.101884416802947
939.536,0.0966355034349795
942.91,0.0990066814784435
946.289,0.0924149536785984
949.659,0.0979382127978107
953.025,0.0928199207953022
956.413,0.0916998511841373
959.749,0.0916021652890718
963.088,0.0941861940069178
966.425,0.0855607590310489
969.792,0.0890833278123504
973.159,0.0838146858325492
976.537,0.0851015988430737
979.927,0.08195168982036
983.369,0.087697558798621
986.872,0.0798797012764162
990.215,0.0756360213918966
993.553,0.080347667455532
996.911,0.080297729848959
