"sdFitDoubleCond","Cond1"
0,0.00905402394384684
0.989,0.00717840820667771
1.989,0.00577606600140254
2.359,0.0053904216025048
6.516,0.00524566480167866
9.906,0.00689780090561397
13.249,0.00812364958615852
16.585,0.00891276127643797
19.925,0.00939761826373574
23.265,0.00968676403565204
26.606,0.00985767591845093
29.946,0.00996291141089101
33.285,0.0100379399519308
36.647,0.0101067518715743
40.027,0.0101844793306448
43.367,0.010278538981885
46.707,0.0103939206494618
50.048,0.0105315299529892
53.4,0.010690482785267
56.748,0.0108672640886254
60.085,0.0110577401510995
63.425,0.0112587209738866
66.766,0.0114662111722434
70.147,0.0116790460219295
73.487,0.0118888678876133
76.826,0.0120954221990066
80.166,0.0122965369777026
83.506,0.0124903020859732
86.847,0.0126753354683315
90.186,0.0128504053056064
93.527,0.0130149688985761
96.901,0.0131698958901107
100.28,0.0133134490429131
103.652,0.0134450617430637
106.992,0.0135640482242674
110.333,0.01367195260758
113.672,0.0137689880478488
117.012,0.0138556252067474
120.352,0.0139322673770268
123.692,0.0139993886017424
127.032,0.0140574904637268
130.407,0.0141075684276278
133.747,0.014149116162102
137.088,0.0141832354999822
140.429,0.0142104396461784
143.769,0.0142312423614559
147.109,0.0142461603158983
150.449,0.0142556873233796
153.788,0.0142603008242156
157.152,0.0142604506149064
160.525,0.0142565210696557
163.904,0.0142489258878884
167.246,0.014238221959435
170.587,0.0142247349984438
173.927,0.0142088329593032
177.274,0.0141908185914618
180.615,0.0141710886507352
183.956,0.0141499211639375
187.296,0.0141276132464291
190.672,0.0141041773315285
194.021,0.0140803056606974
197.361,0.0140561194428381
200.702,0.0140317698071093
204.042,0.014007477617179
207.404,0.0139832695665209
210.761,0.0139595211988474
214.101,0.0139364769972808
217.441,0.0139141647876392
220.813,0.0138925202486917
224.158,0.0138720496062408
227.516,0.0138526158773089
230.864,0.0138344558708061
234.204,0.0138176398720274
237.543,0.0138022078293467
240.906,0.0137881301230812
244.246,0.0137756660937425
247.586,0.0137647672783271
250.962,0.0137553871386796
254.302,0.0137477629232054
257.655,0.0137417955189879
260.994,0.0137375548855727
264.334,0.013735028175554
267.674,0.0137342269583787
271.026,0.0137351620566363
274.406,0.0137378681933909
277.746,0.0137422755968585
281.155,0.013748539836203
284.491,0.0137563819039974
287.851,0.0137659731685455
291.187,0.0137771543084461
294.527,0.0137899787347728
297.907,0.0138045879182538
301.246,0.0138205995742713
304.586,0.0138381530690878
307.926,0.0138572081018483
311.302,0.013877956020513
314.656,0.013900009632285
317.996,0.0139233573169789
321.335,0.0139480385391275
324.673,0.0139740090562174
328.011,0.0140012321762657
331.35,0.0140296720133796
334.692,0.0140593025503472
338.031,0.0140900250167157
341.41,0.0141222069111964
344.75,0.014155049927912
348.089,0.0141888631262311
351.428,0.0142236104051421
354.766,0.0142592353962158
358.107,0.0142957362902431
361.448,0.0143330365141478
364.787,0.0143710685917854
368.158,0.0144101853442035
371.534,0.0144500408550831
374.907,0.0144904973493599
378.247,0.0145311424243139
381.586,0.014572315299867
384.926,0.0146140002623912
388.273,0.0146562342767447
391.657,0.0146993653090609
394.996,0.0147423084325064
398.335,0.014785597529004
401.71,0.014829668211838
405.049,0.0148735448911471
408.407,0.0149179135391116
411.778,0.0149626643611767
415.157,0.015007699603769
418.496,0.015052345214877
421.836,0.0150971163158521
425.333,0.0151440799541518
428.677,0.0151890432753732
432.069,0.0152346774131351
435.601,0.0152821921806173
438.939,0.0153270672449118
442.276,0.0153718744503847
445.778,0.0154188124183114
449.231,0.0154649829800317
452.63,0.0155103000782968
455.968,0.0155546549406556
459.306,0.0155988414002933
462.682,0.0156433392919505
466.022,0.0156871537597716
469.36,0.0157307159352453
472.89,0.0157765183835922
476.365,0.0158213216654454
479.889,0.0158664485850151
483.311,0.0159099552399447
486.659,0.0159522061077858
489.998,0.0159940188475094
493.408,0.0160363721160974
496.747,0.0160774891100455
500.086,0.0161182430175569
503.425,0.0161586221202763
506.788,0.0161989012961957
510.156,0.0162388370733746
513.495,0.0162780204124021
516.833,0.0163167757923765
520.169,0.0163550830981532
523.544,0.0163933972711639
526.907,0.0164311257294763
530.245,0.0164681222693286
533.583,0.0165046617811079
536.92,0.0165407267055037
540.268,0.0165764381988571
543.606,0.0166115660174745
546.96,0.0166463767928195
550.298,0.0166805331087135
553.696,0.0167147978489424
557.035,0.016747966180511
560.41,0.016780982634726
563.775,0.0168133873125947
567.162,0.0168454818840534
570.499,0.0168765871942545
573.837,0.0169071869373852
577.181,0.0169373225917528
580.519,0.0169668835518259
583.907,0.01699635314303
587.275,0.0170251133850281
590.614,0.0170530973333733
593.95,0.017080529001038
597.287,0.0171074405035925
600.866,0.0171357151161888
604.268,0.0171620258304988
607.67,0.0171877846465847
611.009,0.0172125293542443
614.412,0.0172372006397475
617.748,0.0172608494351773
621.164,0.0172845147873556
624.511,0.0173071620895014
627.849,0.0173292165671441
631.187,0.0173507404239624
634.525,0.0173717343936065
637.863,0.0173921993485436
641.201,0.017412136294493
644.575,0.0174317528334239
647.93,0.0174507264276371
651.266,0.0174690674825016
654.611,0.017486933796365
657.949,0.017504241038824
661.295,0.0175210684575668
664.66,0.0175374668780783
668.023,0.0175533319192983
671.408,0.0175687741762854
674.783,0.0175836470110721
678.165,0.0175980282768528
681.503,0.0176117119143235
684.958,0.0176253434884971
688.294,0.017637994781465
691.661,0.017650257321184
694.999,0.0176619146759182
698.337,0.0176730772128867
701.738,0.0176839442457298
705.154,0.0176943477674537
708.492,0.0177040214171881
711.83,0.0177132112553338
715.171,0.0177219277431229
718.51,0.017730160518114
721.847,0.017737913377235
725.184,0.0177451943695757
728.522,0.0177520084793803
731.899,0.0177584279310976
735.287,0.017764392134875
738.654,0.0177698500818195
741.991,0.017774800986221
745.328,0.0177792987108515
748.666,0.0177833475988488
752.004,0.017786949458667
755.34,0.0177901057765623
758.676,0.0177928221050272
762.019,0.0177951060503529
765.411,0.0177969786470484
768.748,0.0177983870210158
772.084,0.0177993682001966
775.425,0.0177999265314426
778.763,0.0178000636569122
782.101,0.0177997836365319
785.446,0.0177990879607366
788.782,0.0177979837170523
792.162,0.017796450349282
795.535,0.017794507676191
798.877,0.0177921799217207
802.214,0.0177894588935947
805.55,0.0177863458054659
808.891,0.0177828377653123
812.228,0.0177789474589598
815.565,0.0177746743270097
818.935,0.0177699738832392
822.273,0.0177649400526024
825.654,0.017759461355758
828.991,0.0177536823751739
832.333,0.0177475281748127
835.669,0.0177410225669869
839.008,0.0177341518777596
842.35,0.0177269185264698
845.697,0.0177193202974784
849.035,0.0177113929823031
852.406,0.0177030364784113
855.804,0.0176942597417898
859.156,0.0176852577062804
862.493,0.0176759598373217
865.83,0.0176663299271645
869.166,0.0176563743155199
872.53,0.0176460058013713
875.908,0.017635264731032
879.246,0.0176243299158462
882.582,0.0176130861890361
885.955,0.0176014004326218
889.292,0.0175895286767257
892.66,0.0175772365476636
895.997,0.0175647535571115
899.333,0.0175519750478452
902.67,0.0175388965362309
906.007,0.0175255249716035
909.343,0.0175118676396991
912.68,0.0174979194854604
916.053,0.0174835326079142
919.408,0.0174689381876917
922.775,0.0174540096492809
926.16,0.0174387197944196
929.498,0.0174233689302299
932.835,0.0174077544447083
936.172,0.0173918748004868
939.536,0.0173756013359123
942.91,0.0173590149700404
946.289,0.0173421415920072
949.659,0.01732505462704
953.025,0.0173077332374798
956.413,0.0172900446120268
959.749,0.0172723814061003
963.088,0.0172544607181758
966.425,0.0172363121405788
969.792,0.0172177615204987
973.159,0.0171989738434451
976.537,0.0171798894711697
979.927,0.0171605032585758
983.369,0.0171405827809586
986.872,0.0171200672930634
990.215,0.0171002641120166
993.553,0.0170802743220301
996.911,0.0170599494819057
