Time,004_Cond1_cell1,004_Cond1_cell2,004_Cond1_cell3,004_Cond1_cell4,004_Cond1_cell5,005_Cond1_cell1,005_Cond1_cell2,005_Cond1_cell3,005_Cond1_cell4
195.5,0.987578923,1.08618728,1.121603139,1.070108201,0.956973312,1.136137223,0.948417151,1.040272091,1.026954142
196,0.990299168,1.090278044,1.123589734,1.071762177,0.957282057,1.134828122,0.947780413,1.039950157,1.023398527
196.4995,0.989596979,1.085822947,1.118446866,1.07125214,0.956763366,1.134702783,0.947882196,1.039412337,1.024568898
196.999,0.990818434,1.090290828,1.123831096,1.072935262,0.959140701,1.132005663,0.948282229,1.039283564,1.021640745
197.5002,0.988623355,1.087657399,1.119393748,1.071915188,0.956744841,1.130353039,0.945732911,1.03787084,1.020203369
197.9992,0.990859739,1.090501758,1.124320009,1.073911618,0.956473145,1.130752269,0.944438132,1.037374682,1.019010747
198.4989,0.989319644,1.085362736,1.120817165,1.073270429,0.95588653,1.127827681,0.943990759,1.036227081,1.013684
198.9994,0.989555674,1.087478428,1.12220345,1.069627309,0.955750682,1.128296544,0.94275279,1.036708089,1.015530783
199.4993,0.989785803,1.086206456,1.12114517,1.070909687,0.954639201,1.124722048,0.943110215,1.036473266,1.013737401
200,0.985702484,1.082582295,1.112425193,1.068913257,0.952552085,1.125237333,0.942168127,1.035693049,1.011797165
200.4999,0.986156842,1.085727069,1.118824381,1.069168276,0.954145209,1.120437295,0.940025943,1.037011086,1.006497119
200.9995,0.986463681,1.080971556,1.113873365,1.068359503,0.953892038,1.12297658,0.941455644,1.035685474,1.008388403
201.4993,0.987514014,1.082921061,1.114937834,1.069743889,0.952922579,1.123468654,0.940298154,1.034128827,1.010293038
201.9994,0.987502213,1.081214446,1.1137991,1.070698386,0.952607659,1.122572708,0.940506455,1.033041825,1.009598825
202.499,0.987360595,1.082473634,1.112555157,1.068556232,0.952342139,1.118199754,0.939351332,1.032788065,1.003969472
203,0.983678527,1.077807606,1.106155969,1.066006048,0.951736999,1.115846157,0.938558369,1.032992588,1.002879203
203.5,0.985549065,1.083994887,1.112016734,1.067288426,0.950613167,1.120553351,0.938882656,1.031102644,1.007587388
203.9993,0.983076651,1.078983701,1.10348861,1.065925899,0.950285898,1.117067057,0.935419655,1.029799757,1.005638253
204.4999,0.982893728,1.077877916,1.109256543,1.065343,0.948371679,1.117605552,0.932898742,1.028046162,1.006403667
204.9986,0.982392164,1.079354426,1.109108013,1.064395789,0.949940103,1.116899937,0.934754513,1.027917388,1.005059742
205.4989,0.982923231,1.08035155,1.110946077,1.067040694,0.951588801,1.117535919,0.932167322,1.026186517,1.007396035
205.9994,0.983064849,1.079475871,1.110413843,1.064752814,0.951138034,1.116848873,0.932148386,1.027523492,1.003115057
206.4992,0.981536555,1.077417705,1.107523688,1.064067908,0.949032394,1.116022561,0.931246538,1.025004829,0.998028614
206.9993,0.980527527,1.078785554,1.108507702,1.065240992,0.950341472,1.116579625,0.931880909,1.024815456,1.003422112
207.4988,0.979105446,1.074106743,1.105332863,1.067419578,0.949155891,1.116639974,0.932304611,1.025076791,1.0000178
207.9986,0.977594855,1.077858741,1.106768658,1.066086196,0.94982278,1.117080983,0.932718846,1.025179052,1.002367443
208.4986,0.978403257,1.075244487,1.103005886,1.064577945,0.948773048,1.115289093,0.931561356,1.023948127,1.002225041
208.9988,0.981076297,1.07887504,1.111639219,1.067616307,0.951317106,1.116858158,0.92867355,1.022489954,1.001125871
209.4996,0.979123149,1.076126558,1.104602588,1.063208131,0.946766206,1.113627185,0.929546993,1.023133822,0.997534655
209.9995,0.977789579,1.075743049,1.109275109,1.066282925,0.95017475,1.112889075,0.928185937,1.022845975,0.99340943
210.4999,0.979925651,1.080121445,1.112326173,1.069627309,0.949754857,1.113450781,0.929132759,1.023232296,0.996965045
210.9986,0.979376881,1.076113774,1.108037355,1.065576159,0.948840972,1.111097185,0.928268784,1.019895542,0.997503504
211.4998,0.978474066,1.076139342,1.108154942,1.066559802,0.949359663,1.108906065,0.92631123,1.0190926,0.996844892
211.9993,0.979418186,1.07339086,1.106125026,1.064264636,0.946642708,1.111589258,0.92639171,1.018611592,1.000907817
212.4986,0.979005134,1.076452541,1.1068553,1.065306569,0.946266039,1.110619038,0.929475981,1.016839059,1.002585497
212.9989,0.979483094,1.07676574,1.111261705,1.06755073,0.947056426,1.111988487,0.925485128,1.017676089,1.001975836
213.4997,0.975411577,1.075314797,1.107375157,1.064519655,0.945494177,1.111487129,0.92578101,1.016376989,1.000778764
213.9994,0.978834012,1.07571109,1.111583521,1.066887683,0.944642041,1.105391918,0.924564344,1.015248325,0.992221258
214.4988,0.977978403,1.077072547,1.108291095,1.06449051,0.946877354,1.105257294,0.921870636,1.014873366,0.992937721
214.9994,0.978184929,1.074752317,1.107492744,1.064811104,0.947093476,1.104370633,0.92065397,1.012688,0.994668803
215.4998,0.977417832,1.075806967,1.108544835,1.067390433,0.946655058,1.10470023,0.922202023,1.011426775,0.992185657
215.9997,0.974969021,1.073167146,1.106409709,1.068884112,0.944555593,1.103135808,0.920007764,1.010824569,0.994913557
216.4993,0.97354694,1.076120166,1.107975468,1.066246493,0.943913403,1.102894413,0.918985196,1.00992694,0.999212336
216.9988,0.974178321,1.072457654,1.104212696,1.065379431,0.943172415,1.100573312,0.918857376,1.007821111,0.992701867
217.4998,0.974066206,1.071428571,1.100400413,1.064701811,0.941437269,1.103716083,0.91790582,1.011529037,0.993249227
217.9996,0.976792353,1.077903484,1.110160103,1.068658239,0.946698282,1.101548174,0.916944796,1.009498957,0.991326792
218.4997,0.975624004,1.078120805,1.107443234,1.067922329,0.943549084,1.102267716,0.917271449,1.00910506,0.992835369
218.9998,0.972172066,1.072419303,1.101916662,1.063849321,0.941505193,1.101599239,0.915960101,1.007559776,0.99122889
219.4986,0.970218918,1.071115372,1.10197855,1.067827608,0.942073284,1.101928835,0.915853583,1.007302228,0.99453085
219.9986,0.970478551,1.072527964,1.10429315,1.067251995,0.940714806,1.10259267,0.919344989,1.006673509,0.997312151
220.4986,0.972762141,1.072176414,1.102059004,1.063477722,0.941986835,1.10290834,0.916719925,1.007480239,0.992777518
220.9993,0.968430991,1.067254714,1.095808346,1.063084265,0.940659232,1.099533459,0.914191911,1.007465089,0.990948535
221.4986,0.969392813,1.066417386,1.100276638,1.062311924,0.941486668,1.097333055,0.913103066,1.004086672,0.987237167
221.9998,0.9669322,1.069332055,1.09830242,1.06249408,0.941912736,1.09803867,0.911351446,1.004522231,0.986382751
222.4999,0.966761079,1.065707894,1.09699659,1.061809173,0.939776222,1.098920688,0.913249824,1.003696564,0.991954253
222.9985,0.96684959,1.068724832,1.102974942,1.063302853,0.940010868,1.097156651,0.912416621,1.002689099,0.984794072
223.4998,0.964660412,1.066449345,1.097776375,1.062362928,0.937991676,1.097319128,0.910317043,1.002120979,0.989622411
223.9997,0.965970378,1.065592841,1.096390091,1.062705381,0.939658899,1.096641367,0.908740585,0.99971594,0.989435507
224.4995,0.966466041,1.067548738,1.098636614,1.06311341,0.940325788,1.096780633,0.908248238,0.998284279,0.990441226
224.999,0.96645424,1.06660914,1.098432385,1.063251849,0.938337471,1.092625862,0.906579464,0.997504062,0.981834768
225.4997,0.965238685,1.067037392,1.099236925,1.063383001,0.940301088,1.092913678,0.907336922,0.998011582,0.983481299
225.9997,0.96369859,1.061661873,1.09503475,1.059331852,0.938423919,1.094352761,0.905732059,0.996704907,0.977126583
226.4993,0.960883932,1.059814637,1.09276966,1.057444716,0.935342645,1.093647146,0.905126093,0.99644736,0.983463498
226.999,0.962842981,1.064224992,1.098141512,1.059725309,0.939418078,1.095443678,0.904089323,0.997572236,0.983347796
227.4985,0.962624653,1.061840844,1.096563376,1.059091406,0.939214306,1.09428777,0.906368797,0.996140575,0.981015954
227.9997,0.964129344,1.063969319,1.097999171,1.058370068,0.937071616,1.090727201,0.904934362,0.994962675,0.979934584
228.4996,0.960689208,1.059354426,1.091191524,1.058166053,0.934793079,1.090184063,0.903980439,0.994542266,0.983103042
228.9987,0.961060955,1.06302333,1.097367916,1.058923822,0.935237672,1.09363322,0.904311826,0.994273356,0.985417084
229.4998,0.960305659,1.061444551,1.090752121,1.058982112,0.934601657,1.091502449,0.901300933,0.994383193,0.978506108
229.9996,0.962471234,1.063183126,1.095591739,1.058450217,0.934854828,1.091785623,0.902555472,0.993413602,0.983819505
230.4996,0.959202219,1.060402685,1.09181659,1.056905534,0.935182098,1.091284265,0.902082061,0.990959326,0.984442516
230.9985,0.957986664,1.056401406,1.088103328,1.054253343,0.932786237,1.090123715,0.89996118,0.992334175,0.98138531
231.4985,0.956304951,1.058581016,1.088975944,1.054785238,0.932100824,1.087426595,0.900415655,0.990394994,0.984055359
231.9997,0.96031746,1.057622244,1.088808847,1.054909104,0.931378361,1.088030081,0.900339909,0.989277693,0.980637697
232.4986,0.958777365,1.057730904,1.087410185,1.053757878,0.932477492,1.085384026,0.900489033,0.989171644,0.976686025
232.9996,0.959632973,1.058261425,1.084736637,1.052490072,0.930273054,1.082385164,0.898869968,0.99035712,0.974469884
233.4998,0.959503157,1.05852349,1.09000328,1.053393566,0.931366011,1.085226191,0.899719741,0.989629927,0.978163451
233.9998,0.958930784,1.061975072,1.087663925,1.054282488,0.933737172,1.088225054,0.899570616,0.988277803,0.979004517
234.4997,0.955006786,1.056158517,1.08577635,1.052191337,0.929649389,1.087027366,0.89771958,0.987020365,0.978559509
234.9994,0.957054346,1.05746884,1.088926434,1.053714161,0.929303595,1.086173201,0.896649671,0.986122737,0.978911065
235.4991,0.957302177,1.058325344,1.088449899,1.052329775,0.931755029,1.088879604,0.894083784,0.985100122,0.977989898
235.9985,0.959556264,1.059073186,1.087515395,1.053473715,0.931816778,1.089668779,0.895534789,0.985285707,0.977371337
236.4988,0.958169588,1.057858741,1.086698477,1.053699588,0.930587974,1.088540724,0.895743089,0.986077287,0.977077632
236.9987,0.957520505,1.059284116,1.085900126,1.051557434,0.930013708,1.086785971,0.89637746,0.985959876,0.975052845
237.4987,0.956777011,1.055340364,1.082601511,1.050282342,0.927123856,1.084070283,0.893160633,0.984550939,0.971813186
237.9997,0.956287248,1.056324704,1.085763973,1.052125761,0.927617848,1.083466797,0.893035179,0.983986608,0.973366264
238.4996,0.955685372,1.058606584,1.0872369,1.050005465,0.928222988,1.079920154,0.891929765,0.984134319,0.968907283
238.9995,0.956181035,1.053058485,1.081258548,1.049903457,0.929439443,1.075598264,0.888708204,0.982539797,0.966833545
239.4994,0.956446569,1.056567593,1.084377688,1.053306131,0.929001025,1.080644338,0.889657393,0.980339281,0.969628196
239.9984,0.955260518,1.055225312,1.085924881,1.050843382,0.92928507,1.078940649,0.890537937,0.98116116,0.970269007
240.4985,0.951666962,1.05472675,1.082193052,1.048591934,0.928612006,1.078866374,0.889079831,0.980725602,0.965618673
240.9991,0.953643713,1.054777884,1.082849062,1.05138985,0.928939276,1.079209897,0.887792154,0.979759799,0.96710945
241.4984,0.952971027,1.05057846,1.079042969,1.050879813,0.926679263,1.076786668,0.887103341,0.97868416,0.968190819
241.9996,0.954080368,1.055071908,1.084680938,1.05321141,0.927790745,1.079845879,0.887295072,0.977706994,0.969970852
242.4987,0.951389626,1.051102589,1.078739719,1.047965317,0.925487508,1.078276815,0.885865371,0.978472062,0.967038248
242.9987,0.952380952,1.055110259,1.081865048,1.051083828,0.927290578,1.076884154,0.886419262,0.977824406,0.968173019
243.4991,0.949613501,1.053908597,1.08170414,1.051652155,0.926358169,1.079799457,0.885645235,0.978487212,0.968871682
243.9986,0.950309789,1.051965484,1.077873291,1.047608292,0.926117348,1.080263677,0.887560182,0.977900155,0.967349754
244.4984,0.949979347,1.051799297,1.07727298,1.047965317,0.924647722,1.080704686,0.888204021,0.975714789,0.973495316
244.9984,0.9488228,1.051939917,1.080967676,1.050668513,0.926753362,1.07803542,0.885159989,0.975195907,0.969040785
245.4995,0.949188647,1.050028763,1.074512789,1.049014536,0.923301594,1.079516283,0.884923284,0.974411902,0.970584963
245.9996,0.94984363,1.051556408,1.078813984,1.048861525,0.925178763,1.080509714,0.884198965,0.974158142,0.967545558
246.4992,0.948215023,1.050923618,1.075849563,1.049888885,0.925499858,1.078365016,0.884710249,0.974881547,0.970500412
246.9998,0.948917212,1.052994567,1.076592216,1.051287843,0.928062441,1.072715456,0.883124322,0.974010431,0.967857063
247.4996,0.948545465,1.049741131,1.074141463,1.049837881,0.925827128,1.07464197,0.8838013,0.972620432,0.963611686
247.9985,0.949442379,1.0494535,1.071975393,1.048322343,0.924555099,1.074112759,0.882776365,0.973658197,0.959611063
248.4997,0.951672862,1.05061681,1.075954772,1.049619294,0.924592148,1.074581622,0.882231943,0.971522068,0.959513161
248.9985,0.947866879,1.052681368,1.07606617,1.051499144,0.924721821,1.071104612,0.879682625,0.969359426,0.95780878
249.4992,0.94771936,1.047075743,1.071703088,1.04724398,0.922560607,1.073216814,0.878068294,0.970359317,0.957345972
249.9986,0.948515962,1.045592841,1.070273482,1.047994462,0.921973991,1.073931713,0.878870726,0.968404986,0.961520148
250.4984,0.948716587,1.04987536,1.074401391,1.047316842,0.923659738,1.071211383,0.879081394,0.967927766,0.962837372
250.9997,0.947253201,1.048117609,1.072031092,1.051032825,0.922603831,1.0702783,0.878823385,0.96699605,0.96272612
251.4994,0.945766212,1.048616171,1.072581893,1.049021822,0.920510541,1.07133208,0.878278962,0.968779945,0.962290012
251.9985,0.948368443,1.049900927,1.074673697,1.049480855,0.922430934,1.072098043,0.878196115,0.966897576,0.96107959
252.4986,0.945052222,1.04660914,1.071016134,1.047928886,0.920646388,1.069744447,0.876595986,0.966670328,0.957208019
252.9994,0.944668673,1.044314477,1.07169071,1.047214835,0.919744853,1.06992085,0.876939209,0.965886323,0.955352335
253.4995,0.946922759,1.046008309,1.072266266,1.048183905,0.921535574,1.071225309,0.876449229,0.965253817,0.955481388
253.9991,0.94677524,1.04752317,1.075168799,1.048642938,0.922443284,1.0692663,0.876463431,0.964700847,0.955116481
254.4991,0.942290671,1.04457015,1.069871212,1.046580932,0.919991849,1.071378502,0.875961616,0.962417007,0.95672741
254.9992,0.946551012,1.047957814,1.073064617,1.050617509,0.921720821,1.068783511,0.87486567,0.96369717,0.954311016
255.4991,0.944261521,1.043272611,1.069951666,1.047520857,0.922801428,1.071777731,0.87490591,0.962337471,0.958062435
255.9984,0.945783915,1.047708533,1.072198189,1.04877409,0.922325961,1.06785507,0.874555586,0.961295918,0.955917495
256.4996,0.94464507,1.046832854,1.07249525,1.048234908,0.920887209,1.070487199,0.875760416,0.962549568,0.957688628
256.9994,0.946710332,1.045727069,1.070750017,1.047353273,0.9214553,1.068412135,0.875069236,0.960508126,0.958609795
257.4984,0.945064023,1.0435155,1.067754652,1.045976174,0.920306769,1.067808648,0.872730587,0.961557253,0.956033198
257.9987,0.947937688,1.047209971,1.072315776,1.04530584,0.919380534,1.067051969,0.872112785,0.960364202,0.95833834
258.4997,0.942632914,1.042799616,1.06691298,1.047732158,0.919466983,1.063955621,0.872714017,0.959095402,0.952958191
258.9992,0.946226471,1.0456248,1.070124951,1.046078181,0.920362343,1.06361674,0.870195471,0.95956126,0.951071357
259.4984,0.943087272,1.041923937,1.067711331,1.042799373,0.918608672,1.063115382,0.870872449,0.958796193,0.954395568
259.999,0.942449991,1.042422499,1.066591164,1.044263908,0.920387043,1.060251143,0.869703124,0.958300035,0.950043388
260.4983,0.944869298,1.043438798,1.069239957,1.043374986,0.920343818,1.060966042,0.869750465,0.957455431,0.955997597
260.9986,0.942190358,1.04274209,1.068497305,1.042609931,0.918676596,1.060320776,0.869177638,0.958326547,0.953136195
261.4994,0.942691922,1.043982103,1.068484927,1.043630005,0.918516049,1.05807395,0.868183475,0.958163687,0.950586298
261.9994,0.942768632,1.043611377,1.067698953,1.044875952,0.919219987,1.060283639,0.868493559,0.957197884,0.951262711
262.4985,0.941299345,1.044915308,1.071659766,1.044227476,0.920541415,1.058863125,0.868053287,0.956675214,0.951934673
262.9995,0.938667611,1.039220198,1.06303881,1.042566214,0.915261877,1.059967969,0.868997742,0.95657674,0.953283047
263.4994,0.941092819,1.042352189,1.066968679,1.043928741,0.918361676,1.057660794,0.86701415,0.95605407,0.951907972
263.9987,0.937752995,1.04084372,1.068596325,1.042267478,0.917892384,1.057586519,0.866585713,0.955364752,0.950510647
264.4991,0.936625951,1.041994247,1.068187866,1.041269263,0.918874193,1.057971822,0.865482666,0.95377023,0.945139399
264.999,0.939540922,1.040888463,1.068627269,1.04371744,0.918713645,1.058983822,0.864135812,0.954652709,0.947021783
265.4996,0.937499262,1.038849473,1.067389515,1.043076251,0.918287577,1.057586519,0.864696804,0.952626416,0.949282424
265.9994,0.9370095,1.03767977,1.067160531,1.039622573,0.915484174,1.058120372,0.864708639,0.952111321,0.948846316
266.4991,0.937823804,1.038843081,1.065675226,1.041582571,0.915811443,1.057475106,0.862642201,0.950531949,0.94793405
266.9995,0.936319113,1.040722275,1.066894413,1.041276549,0.916805602,1.054522666,0.864384353,0.950884183,0.944894644
267.4991,0.9362188,1.040006392,1.066374557,1.042952384,0.916200462,1.055910684,0.862074108,0.950975082,0.943475068
267.9994,0.93440727,1.039162672,1.063373003,1.038434916,0.915156904,1.055957106,0.862549886,0.950800859,0.946950582
268.4994,0.934720009,1.041604346,1.067909372,1.042420489,0.917818285,1.055636794,0.863255268,0.949759307,0.945522106
268.9991,0.933581165,1.036069032,1.062846958,1.041342125,0.914298593,1.054513381,0.860483447,0.950001704,0.938499878
269.4991,0.934873429,1.039488655,1.064307508,1.040715509,0.916391884,1.057075877,0.861685911,0.948482932,0.94355072
269.9998,0.933557562,1.036957494,1.061312143,1.040730081,0.91358848,1.054750133,0.86070595,0.949119226,0.940004005
270.4984,0.935251077,1.039284116,1.063713386,1.042420489,0.915348326,1.054336977,0.858895154,0.949497972,0.93918074
270.9991,0.933014693,1.035608821,1.060619001,1.040941382,0.914557939,1.050586078,0.860088149,0.94896394,0.934566006
271.4986,0.931846344,1.033774369,1.060340506,1.037771868,0.91419362,1.051444885,0.857879687,0.948429907,0.939554547
271.9988,0.932029268,1.033876638,1.057499861,1.0372254,0.912952466,1.050446812,0.856783741,0.947305031,0.933520237
272.4986,0.931622116,1.034995206,1.059498833,1.03766986,0.913841651,1.050859968,0.859101087,0.9466195,0.939874953
272.9989,0.929899097,1.036126558,1.058100171,1.03989945,0.913150062,1.051268482,0.858372035,0.94735048,0.941009723
273.4993,0.932513129,1.034560562,1.05956691,1.038806514,0.91357613,1.052405821,0.858132962,0.94611198,0.941009723
273.9993,0.93212958,1.034266539,1.057543182,1.037742723,0.91298334,1.051310262,0.85722638,0.945195414,0.939078388
274.4992,0.929887296,1.033052093,1.057221366,1.036227185,0.9109024,1.048631711,0.857027548,0.946661162,0.94136128
274.9995,0.929285419,1.033071269,1.05599599,1.034500346,0.910482507,1.049629784,0.856954169,0.945426449,0.940502414
275.4984,0.929072992,1.034419942,1.05871286,1.034514919,0.911686612,1.047926096,0.856433417,0.945593098,0.939781501
275.9983,0.929881395,1.032189198,1.056317806,1.036635214,0.910346659,1.048158206,0.855590746,0.945240864,0.934610507
276.4984,0.931303476,1.033135187,1.057357519,1.035483988,0.912761044,1.049151638,0.857856017,0.945600673,0.939857152
276.9995,0.931616215,1.033851071,1.05810636,1.037145251,0.911365517,1.046612353,0.854506635,0.943294108,0.937129253
277.4998,0.928618635,1.029760307,1.052437447,1.033946592,0.911427266,1.0443516,0.854421421,0.94311231,0.936065683
277.9993,0.930748805,1.034458293,1.054380721,1.037057816,0.911062947,1.043775967,0.854023756,0.942298005,0.929381661
278.499,0.932070573,1.035551294,1.059009921,1.037553281,0.912384375,1.045461087,0.854232057,0.942286643,0.935438222
278.9997,0.930200035,1.034682007,1.057363708,1.036569638,0.911637212,1.043859527,0.85258222,0.941199641,0.931148343
279.4993,0.927969552,1.032240332,1.054813935,1.036555066,0.910328134,1.044727619,0.852198757,0.940177026,0.930169326
279.999,0.92827049,1.031780121,1.055686551,1.035032242,0.910062613,1.043121417,0.853015391,0.93902185,0.934517055
280.4997,0.927290966,1.032214765,1.057567937,1.036635214,0.910630704,1.045196481,0.852295806,0.940358824,0.936955699
280.9983,0.928329498,1.030386705,1.058613839,1.035994025,0.911587813,1.046203839,0.853157414,0.939794492,0.932874975
281.4994,0.929545052,1.031952701,1.057468917,1.036831943,0.912699295,1.04310749,0.851640132,0.938734003,0.934374652
281.9983,0.929309022,1.029018856,1.055810327,1.034718933,0.909161078,1.04300072,0.849985561,0.93748414,0.932122911
282.4987,0.93133888,1.032981783,1.053972262,1.0372254,0.911371692,1.040874591,0.848023273,0.937226593,0.92712102
282.9996,0.932200389,1.029626079,1.055135751,1.03408503,0.909309276,1.040187545,0.850295645,0.936965258,0.929208108
283.4983,0.930489172,1.030993928,1.054263134,1.036715363,0.91120497,1.040206114,0.849275445,0.936953895,0.932652471
283.9983,0.926618281,1.028181528,1.051236826,1.035330977,0.90846949,1.038767031,0.849268343,0.937309917,0.928687449
284.4997,0.926836608,1.030591243,1.054027961,1.035141535,0.909494523,1.040127196,0.846484688,0.936355476,0.929217008
284.9989,0.927462088,1.030252477,1.053897997,1.036780939,0.910661579,1.039026994,0.846281121,0.936995557,0.931878157
285.4998,0.926028206,1.029721956,1.056466336,1.034580495,0.908809109,1.040730683,0.846958098,0.936916021,0.932915026
285.9994,0.927727621,1.028092042,1.053341007,1.036161609,0.91026021,1.039964719,0.846515459,0.935749482,0.932372116
286.4993,0.924417301,1.028136785,1.050871688,1.033968451,0.909006706,1.040131839,0.844870356,0.934473107,0.930712235
286.9994,0.92298932,1.027401726,1.050791234,1.03443477,0.90877206,1.03745793,0.842780247,0.934594306,0.923418552
287.4988,0.924653331,1.026474912,1.054244568,1.035746293,0.909827967,1.03838637,0.842046461,0.93413981,0.926876265
287.999,0.924429102,1.02674976,1.052431258,1.035739007,0.907320959,1.033539911,0.843021687,0.93397695,0.923414102
288.4997,0.926364548,1.02759348,1.052579789,1.034697075,0.909371025,1.037132976,0.843300999,0.931530249,0.930538682
288.9988,0.926051809,1.027548738,1.051292525,1.03654778,0.909438949,1.038400297,0.843566109,0.930670495,0.932652471
289.4983,0.923278456,1.024557367,1.048680864,1.034034027,0.905789584,1.033966994,0.839816695,0.931730984,0.923676657
289.9983,0.926364548,1.025049537,1.049491593,1.035760866,0.906771393,1.035837801,0.841786085,0.929958452,0.928398193
290.499,0.923892134,1.023087248,1.048173385,1.033764436,0.906530572,1.037216536,0.842789716,0.93058717,0.92271989
290.9987,0.924700537,1.024295302,1.047727793,1.034055885,0.907104837,1.033098902,0.842555377,0.928776763,0.927632779
291.4992,0.921944887,1.019731544,1.048631354,1.032176036,0.905184444,1.032592902,0.841987284,0.929182022,0.929372761
291.9988,0.925019177,1.020728667,1.047084161,1.031534846,0.907191286,1.031729452,0.839854568,0.927352677,0.927614979
292.4988,0.922700183,1.022045382,1.046898498,1.035032242,0.906067455,1.032277232,0.83945927,0.928007908,0.926057451
292.9993,0.921000767,1.014592522,1.04291293,1.030981092,0.904091487,1.029886498,0.838178694,0.927640524,0.923587655
293.4997,0.923455479,1.019674017,1.045475081,1.032197894,0.904820125,1.026678736,0.837636638,0.927754148,0.921375965
293.9983,0.920817844,1.019635666,1.042653002,1.032911946,0.906888716,1.029352645,0.836611704,0.927632949,0.923765659
294.4988,0.920416593,1.016963886,1.042851042,1.031461984,0.901948798,1.030086113,0.836161963,0.926216438,0.923743408
294.9991,0.923266655,1.016324704,1.044237327,1.030755219,0.905233843,1.025889562,0.836188001,0.925466521,0.919720535