"dataid","filename","dee","alpha"
"op01_1","track_3D_0000.tif",0.0243376966147416,0.920574639111337
"op01_2","track_3D_0001.tif",0.0301271582556958,0.918826601050223
"op01_3","track_3D_0002.tif",0.0310324377339582,0.936519561500466
"op01_4","track_3D_0003.tif",0.0318556924962718,0.946961838478534
"op01_5","track_3D_0004.tif",0.0347787550445896,0.949554229514801
"op01_6","track_3D_0005.tif",0.0387617751331886,0.960830672464599
"op01_7","track_3D_0006.tif",0.0674641313281219,0.970730193389021
"op01_8","track_3D_0007.tif",0.0847853992600988,0.935761277281094
"op01_9","track_3D_0008.tif",0.0917886793442366,0.962662807137694
"op01_10","track_3D_0009.tif",0.0948376083636729,0.950791013454144
"op01_11","track_3D_0010.tif",0.10946734725082,0.956428057279794
"op01_12","track_3D_0011.tif",0.136534108562095,0.963275337521222
"op01_13","track_3D_0012.tif",0.117089777155114,0.981269279271232
"op01_14","track_3D_0013.tif",0.14324911288511,0.957224436719168
"op01_15","track_3D_0014.tif",0.155843527898777,0.954582459624457
"op01_16","track_3D_0015.tif",0.165368940884158,0.960505248633469
"op01_17","track_3D_0016.tif",0.186015269526801,0.963727918926729
"op01_18","track_3D_0017.tif",0.242268304083779,0.967852620631289
"op01_19","track_3D_0018.tif",0.280751323628372,0.946739438687265
"op01_20","track_3D_0019.tif",0.31659591191009,0.965528041064589
"op01_21","track_3D_0020.tif",0.342580823335023,0.96883638073814
"op01_22","track_3D_0021.tif",0.373601368988576,0.973194781957471
"op01_23","track_3D_0022.tif",0.420115756319076,0.974961335657757
"op01_24","track_3D_0023.tif",0.549995781832905,0.97563665638424
"op01_25","track_3D_0024.tif",0.545848160524119,0.961249569908197
"op01_26","track_3D_0025.tif",0.636269358722834,0.973684877722592
"op01_27","track_3D_0026.tif",0.717291988473837,0.976846942227474
"op01_28","track_3D_0027.tif",0.760497924854944,0.97253325624906
"op01_29","track_3D_0028.tif",0.843848432163932,0.967310317736974
"op01_30","track_3D_0029.tif",0.984666181404327,0.972542700873793
"op01_31","track_3D_0030.tif",0.837279490597909,0.986257041077965
"op01_32","track_3D_0031.tif",1.01748662438308,0.974506797651588
"op01_33","track_3D_0032.tif",1.13803463268828,0.977834593951994
"op01_34","track_3D_0033.tif",1.19340835049137,0.976819848875549
"op01_35","track_3D_0034.tif",1.25043025150291,0.970673672153403
"op01_36","track_3D_0035.tif",1.30221243585064,0.964187422242292
"op01_37","track_3D_0036.tif",1.1560225841107,0.971994029444089
"op01_38","track_3D_0037.tif",1.41916476697198,0.974668567950803
"op01_39","track_3D_0038.tif",1.56035947246903,0.973430540113193
"op01_40","track_3D_0039.tif",1.55505110259884,0.9672325920959
"op01_41","track_3D_0040.tif",1.60854062104899,0.956748515540668
"op01_42","track_3D_0041.tif",1.56442483381275,0.962395459121639
"op01_43","track_3D_0042.tif",1.78355349824084,0.994574095533361
"op01_44","track_3D_0043.tif",2.33998917652506,0.976372855340053
"op01_45","track_3D_0044.tif",2.31887524500082,0.972132113052552
"op01_46","track_3D_0045.tif",2.30345428420865,0.961551175299754
"op01_47","track_3D_0046.tif",2.17867008958121,0.95474377626945
"op01_48","track_3D_0047.tif",1.87434608628681,0.932104044584532
"op01_49","track_3D_0048.tif",2.67664252382011,0.990745079231326
"op01_50","track_3D_0049.tif",3.17565657426745,0.971072738589461
"op01_51","track_3D_0050.tif",3.12529709978852,0.969228445802585
"op01_52","track_3D_0051.tif",2.9651909088001,0.95295152934958
"op01_53","track_3D_0052.tif",2.62794784575066,0.945754946212791
"op01_54","track_3D_0053.tif",2.10870072529825,0.921514620831113
"op01_55","track_3D_0054.tif",4.3497089892023,0.98344764837471
"op01_56","track_3D_0055.tif",4.81543623011266,0.96287257182637
"op01_57","track_3D_0056.tif",4.29327902315038,0.95412723657085
"op01_58","track_3D_0057.tif",3.99919158759944,0.951944301117157
"op01_59","track_3D_0058.tif",3.39791573723405,0.922144582431496
"op01_60","track_3D_0059.tif",2.44821997142348,0.910235972634071
"op06_1","track_3D_0000.tif",0.0091878811957262,0.963189240176604
"op06_2","track_3D_0001.tif",0.00901781219099392,0.979275501110948
"op06_3","track_3D_0002.tif",0.00900749616677514,0.98704826861795
"op06_4","track_3D_0003.tif",0.00907377473070519,0.984860431150943
"op06_5","track_3D_0004.tif",0.0088474671737046,0.986816027213976
"op06_6","track_3D_0005.tif",0.00874283906444388,0.992899486225769
"op06_7","track_3D_0006.tif",0.041580690239685,0.983999180197493
"op06_8","track_3D_0007.tif",0.0415472257074959,0.990558268086372
"op06_9","track_3D_0008.tif",0.0423842053090448,0.985088790435423
"op06_10","track_3D_0009.tif",0.0424776978024853,0.986554357355853
"op06_11","track_3D_0010.tif",0.0427874523467921,0.988042231852061
"op06_12","track_3D_0011.tif",0.0443138907344972,0.994346173292003
"op06_13","track_3D_0012.tif",0.0820727582978545,0.979560492998992
"op06_14","track_3D_0013.tif",0.0805875753607117,0.988194910730004
"op06_15","track_3D_0014.tif",0.0811299883543561,0.983865835647541
"op06_16","track_3D_0015.tif",0.0823344932879845,0.986459359515364
"op06_17","track_3D_0016.tif",0.0821436946619604,0.987983466855274
"op06_18","track_3D_0017.tif",0.0881390831710146,0.987928625793408
"op06_19","track_3D_0018.tif",0.198316553453803,0.991080417278118
"op06_20","track_3D_0019.tif",0.187039455817681,0.991046557997144
"op06_21","track_3D_0020.tif",0.182910997702989,0.990955370541914
"op06_22","track_3D_0021.tif",0.18413509927009,0.98983247271072
"op06_23","track_3D_0022.tif",0.17937530983275,0.98589634285326
"op06_24","track_3D_0023.tif",0.174997255957571,0.981096940445794
"op06_25","track_3D_0024.tif",0.373031058991885,0.993589358861579
"op06_26","track_3D_0025.tif",0.354384027224815,0.990058919004635
"op06_27","track_3D_0026.tif",0.336938391903994,0.990632114983353
"op06_28","track_3D_0027.tif",0.328686783654318,0.983350328134608
"op06_29","track_3D_0028.tif",0.296511046751906,0.979145228038653
"op06_30","track_3D_0029.tif",0.247156110902551,0.970757399018877
"op06_31","track_3D_0030.tif",0.573748214724611,0.993189696628401
"op06_32","track_3D_0031.tif",0.509769865012023,0.990079451468252
"op06_33","track_3D_0032.tif",0.472045606656029,0.985630279937963
"op06_34","track_3D_0033.tif",0.440667108884712,0.97904962179214
"op06_35","track_3D_0034.tif",0.388755375726538,0.968951145802294
"op06_36","track_3D_0035.tif",0.291502622049958,0.96141635218457
"op06_37","track_3D_0036.tif",0.763882446121192,1
"op06_38","track_3D_0037.tif",0.657416709959553,0.98998686846178
"op06_39","track_3D_0038.tif",0.59385520545258,0.987996529835581
"op06_40","track_3D_0039.tif",0.550931416568954,0.975834201371527
"op06_41","track_3D_0040.tif",0.470539412459842,0.967488228826758
"op06_42","track_3D_0041.tif",0.328952898247646,0.952134463307518
"op06_43","track_3D_0042.tif",1.1251246096169,1
"op06_44","track_3D_0043.tif",0.914887838694426,0.980973848965936
"op06_45","track_3D_0044.tif",0.82648440926495,0.978919097006435
"op06_46","track_3D_0045.tif",0.749906054580432,0.972983811255994
"op06_47","track_3D_0046.tif",0.627172540034717,0.955897149906586
"op06_48","track_3D_0047.tif",0.388184426964243,0.947946674523994
"op06_49","track_3D_0048.tif",1.46919256455103,1
"op06_50","track_3D_0049.tif",1.19350805628407,0.979402378832998
"op06_51","track_3D_0050.tif",1.05764789676642,0.97183827466695
"op06_52","track_3D_0051.tif",0.94933579901633,0.971150162927286
"op06_53","track_3D_0052.tif",0.756004832451115,0.964371464515907
"op06_54","track_3D_0053.tif",0.460316330667477,0.9273479143375
"op06_55","track_3D_0054.tif",2.37799405649475,1
"op06_56","track_3D_0055.tif",1.72807461070839,0.980365080831605
"op06_57","track_3D_0056.tif",1.46943315007355,0.972128789307454
"op06_58","track_3D_0057.tif",1.32964447829305,0.964386751092774
"op06_59","track_3D_0058.tif",1.0331103786675,0.946043638413228
"op06_60","track_3D_0059.tif",0.588146739739042,0.92698513185555
"op1_1","track_3D_0000.tif",0.00640576829436597,0.99315506177898
"op1_2","track_3D_0001.tif",0.00605531345837253,0.994592423164897
"op1_3","track_3D_0002.tif",0.00606402056057115,0.994579680396672
"op1_4","track_3D_0003.tif",0.00595289281796128,0.994415320916559
"op1_5","track_3D_0004.tif",0.00571752640515796,1
"op1_6","track_3D_0005.tif",0.00557175345853737,1
"op1_7","track_3D_0006.tif",0.0299949395086964,0.991903007626271
"op1_8","track_3D_0007.tif",0.0294570755179172,0.99499205035881
"op1_9","track_3D_0008.tif",0.0299653185838495,0.993436725610923
"op1_10","track_3D_0009.tif",0.0297063697562534,0.994765009373723
"op1_11","track_3D_0010.tif",0.0291490916849942,0.993635350172017
"op1_12","track_3D_0011.tif",0.0299750041436169,1
"op1_13","track_3D_0012.tif",0.0593228561636676,0.994677209321055
"op1_14","track_3D_0013.tif",0.0598121644578692,0.993571375997296
"op1_15","track_3D_0014.tif",0.0577181316479795,0.993257989145019
"op1_16","track_3D_0015.tif",0.059329814931632,0.993910234465515
"op1_17","track_3D_0016.tif",0.0592446055719768,0.994405546337547
"op1_18","track_3D_0017.tif",0.0607980813589596,0.994316414223408
"op1_19","track_3D_0018.tif",0.135289785745486,1
"op1_20","track_3D_0019.tif",0.135661873722353,0.993443144003159
"op1_21","track_3D_0020.tif",0.129941826648258,0.99461946035282
"op1_22","track_3D_0021.tif",0.129704485577704,0.992706506866245
"op1_23","track_3D_0022.tif",0.123631845943353,0.987666047602018
"op1_24","track_3D_0023.tif",0.11480874744805,0.981956841679488
"op1_25","track_3D_0024.tif",0.27429006068709,1
"op1_26","track_3D_0025.tif",0.246917278810837,0.994558995332316
"op1_27","track_3D_0026.tif",0.235802080690938,0.993572187291061
"op1_28","track_3D_0027.tif",0.228851065566515,0.988330881314478
"op1_29","track_3D_0028.tif",0.200314025086976,0.98309123625102
"op1_30","track_3D_0029.tif",0.15657393266806,0.969445959841054
"op1_31","track_3D_0030.tif",0.401422823084272,1
"op1_32","track_3D_0031.tif",0.368799975181901,0.993449208230513
"op1_33","track_3D_0032.tif",0.332616459427131,0.987504202208053
"op1_34","track_3D_0033.tif",0.306107828721321,0.981868607341711
"op1_35","track_3D_0034.tif",0.262235687427145,0.978471979547397
"op1_36","track_3D_0035.tif",0.186237230662344,0.965679266255821
"op1_37","track_3D_0036.tif",0.538127410436724,1
"op1_38","track_3D_0037.tif",0.467501163649322,0.987475861773477
"op1_39","track_3D_0038.tif",0.411216929078011,0.988041140517927
"op1_40","track_3D_0039.tif",0.384449542470046,0.984934755109545
"op1_41","track_3D_0040.tif",0.323453359157395,0.977279661053499
"op1_42","track_3D_0041.tif",0.213066005781618,0.957584737237675
"op1_43","track_3D_0042.tif",0.785080471165833,1
"op1_44","track_3D_0043.tif",0.663695633268172,0.989545208069238
"op1_45","track_3D_0044.tif",0.582527593449435,0.982921982802407
"op1_46","track_3D_0045.tif",0.542694023908502,0.978037073917181
"op1_47","track_3D_0046.tif",0.44013755946972,0.972600100101324
"op1_48","track_3D_0047.tif",0.268692382250442,0.94038628927461
"op1_49","track_3D_0048.tif",0.999278046321269,1
"op1_50","track_3D_0049.tif",0.850242887288562,0.990586797614628
"op1_51","track_3D_0050.tif",0.747368810772586,0.987091267146029
"op1_52","track_3D_0051.tif",0.678920412296478,0.98265764299585
"op1_53","track_3D_0052.tif",0.559303534428702,0.966562699642048
"op1_54","track_3D_0053.tif",0.323613027461017,0.943025704579975
"op1_55","track_3D_0054.tif",1.50789879664465,1
"op1_56","track_3D_0055.tif",1.22690081466298,0.983963455409135
"op1_57","track_3D_0056.tif",1.04653387035783,0.982503542464679
"op1_58","track_3D_0057.tif",0.958887207451248,0.968186797728484
"op1_59","track_3D_0058.tif",0.769988679914905,0.958347783443946
"op1_60","track_3D_0059.tif",0.464492307493073,0.942248021287799
