spot_0,spot_1,spot_2,spot_3,spot_4,spot_5,spot_6,spot_7,spot_8,spot_9,spot_10,spot_11,spot_12,spot_13,spot_14,spot_15,spot_16,spot_17,spot_18,spot_19,spot_20,spot_21,spot_22,spot_23,spot_24,spot_25,spot_26,spot_27,spot_28,spot_29,spot_30,spot_31,spot_32,spot_33,spot_34,spot_35,spot_36,spot_37,spot_38,spot_39,spot_40,spot_41,spot_42,spot_43,spot_44,spot_45,spot_46,spot_47,spot_48,frame
101.8654,104.0577,104.8077,101.6154,100.9038,106.7692,102.9423,102.4038,109.9231,102.3462,101.7692,104,103.5385,104.5385,101.9231,102.3846,108.8654,107.1538,104.7885,103.9615,102.8077,102.2885,102.25,115.8846,107.6538,104.5962,105.2692,101.3462,102.4423,106.9038,104,105.4038,102.3846,109.1923,105.6923,115.0385,100.6731,102.0192,104.0962,102.3269,105.4808,103.6538,105.25,104.2308,100.9231,104.4423,107.4615,108,111.4231,50
103.4231,102.5962,106.4808,101.2885,101.3462,104.2115,102.6154,101.2115,110.4615,102.8462,101,103,105.1538,103.1346,101.1346,104.5769,110.25,107.5769,104.0769,105.6538,103,102.7115,102.3269,114.5962,107.4231,104.6923,106.2115,101.6923,102.2115,105.3269,105.1154,105.4615,101.3846,108.9423,105.1731,114.6923,100.7692,102.6538,104.6346,103.0577,103.8077,102.4615,104.5385,103.6538,101.9615,103.6923,106.9808,118.4423,111.2692,51
103.0385,101.3654,104.8654,103.4231,101.1923,105.6923,102.6538,101.9231,108.1731,104.0962,101.3654,103.6731,102.75,104.6538,102.3077,102.8846,110.2692,107.3077,104.4038,104.0192,102.6923,103.7885,101.3077,114.3077,108.0962,104.5,106.4423,102.9808,100.9615,106.3462,103.5962,104.5769,100.9423,109.3654,105.6154,113.3654,101.1538,102.4808,105.1731,101.6923,103.1923,104.5385,103.1731,103.75,102.1346,103.6538,109.25,121.0577,110.8462,52
104.0577,101.7115,104.0192,102.4615,100.1154,105.0962,102.5577,102.6538,108.8846,103.5769,101.6538,105.0385,104.0577,105.0385,102.3654,101.3269,111.2692,107.0192,103.2308,104.8077,103.6154,103.6346,102.6538,117.3654,108.3654,105.6731,105.5192,102.0385,102.0962,104.2115,103.3269,103.6731,101.3269,109.2115,105.3077,115.7308,101.25,104.2115,104.8269,103.4038,103.25,104.8654,102.1346,103.25,102.8846,112.3846,107.6154,121.8077,111.3269,53
102.5,103.5577,104.4808,102.0385,100.8654,104.6731,101.9038,101.3077,110.1731,104.1731,100.5769,104.5,106.3077,105.8846,101.5577,102.4615,109.6154,105.9615,103.1923,103.8654,103.4231,106.9423,100.8846,114.8269,107.0385,104.9231,104.7692,103.5577,101.1538,105,105.1538,104.6731,101.1731,108.0577,105.0192,114.1154,101.0769,104.5962,106.5962,103.1923,103.2115,105.1538,103.1731,102.5192,101.75,113.6923,108.7885,122.1346,111.8269,54
102.9231,102.1731,104.3269,102.0385,100.8269,104.8462,101.1923,101.7115,108.5962,104.7692,101.3654,103.3654,104.9231,105.5385,101.5962,101.8077,109.6346,105.7308,103.8846,103.4231,102.8269,147.1346,124.9038,125.4231,107.6538,104.5,104.9808,103.5385,117.2885,105.9038,103.7115,104.8846,101.8269,107.8654,103.4615,124.1538,101.0577,105.1923,105.3654,103.2308,104.5962,104.6923,103.8462,102.7115,102.2885,108.6731,107.8462,117.9615,110.9808,55
104.9231,101.5577,105.0577,102.4423,103.25,105.2308,101.5385,102.9808,110.0962,103.6731,100.6923,103.1346,104.5192,104.9038,102.8846,101.9038,110.1538,107.5385,103.4808,104.1538,101.8654,108.1154,121.1538,127.6346,107.4423,104.2692,106.5192,102.7308,113.1731,105.5,103.6154,105.6538,100.8846,108.9615,105.7692,127.6154,100.8654,105.7885,105.0192,103.4423,105.0962,105.2308,104.4038,104.2692,102.5577,102.2115,107.0192,120.6923,114.75,56
104.1923,102.4423,104.2115,102.4231,103.7885,104.8462,101.7885,103.4231,107.7885,103.6923,101.5577,103.6154,103.0769,104.3846,101.9423,101.4038,111.6731,106.4038,102.8077,104.7692,102.8269,104.8654,124.8462,124.4808,107.5385,104.4231,106.0385,102.6538,113.4231,105.6731,103.3077,104.0192,101.1731,109.9808,105.7885,125.3654,100.5385,104,104.9038,102.7115,103.9808,120.3462,104.2308,103.75,102,101.6731,105.9231,114.0192,116.8077,57
102.1923,104.7692,105.3462,102.0385,101.6346,104.3077,101.5,103.0385,112.5577,102.5192,101.0962,104.2692,102.7115,104.8077,101.2308,101.2115,109.2692,107.1154,103.0192,107.5962,102.4615,104.4615,125.5385,128.5385,133.9423,103.4423,104.0962,101.9231,115.8846,107.0962,103.9423,105.7885,101.6154,108.6731,103.9423,128.7885,102.4423,104.1923,105.1346,103.0192,105.1154,106.1731,103.7885,103.25,102.5962,101.1731,107.0577,107.9231,115.8462,58
102.5385,102.9423,103.9808,102.7885,102.2308,106.1154,101.7308,101.9423,110.9423,102.3846,101.3846,102.6346,103.9615,103.2885,102.6346,101.5769,111.6346,107.0962,104.4231,104.4423,101.8269,102.8462,121.8077,127.5385,106.7308,106.0192,105.5769,102.6731,114.6923,104.3462,103.3077,106.0385,100.8269,109.5577,104.7115,126.9615,100.6346,103.6923,104.6154,102.1923,105.4423,104.6154,104.8269,104.75,101.2308,101.9038,105.1154,107.4615,120,59
103.1346,103.4423,103.8269,102.7115,101.1346,106.4038,103.1731,102.1538,109.4808,103.3269,101.0962,104.2115,105.2308,102.6346,101.6731,102.5385,110.25,106.4615,103.25,105.8077,103.7115,102,110.6346,122.6731,106.3846,145.8654,129.3077,112.1923,111.0385,105.6538,103.9615,105.3654,101.2115,110.5385,103.75,123.75,100.6923,104.8846,104.7692,102.8846,103.0385,105.0385,103.3462,103.5,101.9615,102.3269,105.5385,107.5192,116.4615,60
103.0192,103.4231,104.5962,101.75,100.8846,105.5962,102.5192,103.5,109.2308,103.4423,100.6538,104.0577,104.3654,105.2115,100.7885,103.2885,109.5577,105.8846,103.8077,105.6731,102.3269,102.3654,103.9615,112.9615,104.3846,135.25,111.5192,105.2885,104.6538,106.1923,104.1731,107.0192,101.2115,109.7692,104.2885,112.9615,100.7308,106.7308,103.2885,102.3269,102.7115,107.2885,103.9808,104.8462,102.3462,102.2692,105.2692,105.3269,121.6154,61
102.3462,103.1538,104.7308,101.9231,101.2308,105.5385,102.9615,103.25,108.2885,102.4423,100.7692,103.6538,104.8269,104.3077,100.9423,101.4038,110.8462,105.7115,103.5,104.1923,103.0192,102.9423,101.5962,108.0962,106.0385,111.9423,106.4615,102.8846,102.25,105.25,104.1346,105.4038,101.4808,109.8654,103.6923,108.9231,101.0577,104.5,104.5577,102.9231,104.8846,104.2115,102.2692,102.6154,102.0962,101.0962,104.9423,106.1923,117.2692,62
102.8269,102.7692,104.9231,102.7115,101.1731,106.0577,102.4808,101.4231,108.0192,102,101.6538,102.9615,103.5577,103.6154,103.0577,102.5385,109.6346,106.1346,104.6538,104.1538,103.1538,103.1923,101.2308,107.3462,103.5385,107.2308,103.7308,102.9038,101.8462,106,105.1154,106,102.0577,110.7885,105.3462,107.7885,100.6923,104.5192,103.3462,103.6731,103.0769,105.3077,102.6538,102.1538,101.2308,101.9423,105.5385,106.9231,117.6154,63
102.5962,103.3654,105.9231,102.2308,99.9615,105.6154,103.8077,101.8654,111.3462,103.7692,100.4423,102.5385,103.4231,102.4615,102.8269,102.6346,110.25,105.7885,104.4231,104.9615,102.6538,103.3654,101.2115,109.1346,104.3269,105.5962,103.5577,102.1154,101.5769,106.4231,104.6346,106.8654,101.3077,111,106.4231,110.4038,100.3846,105.3654,103.3269,104.2885,102.6538,103.6538,103.2885,103.4808,103.5,100.3846,106.3654,106.5385,114.3462,64
103.5962,103.25,104.4038,101.8077,101.1346,105.0385,101.3462,102.2308,109.7692,102.6346,100.6538,102.9615,103.6923,104.0577,102.2115,102.6538,108.3269,105.1731,105.2692,105.0577,102.7115,101.9423,101.4231,108.3077,102.5577,105.3077,103.1154,102.1346,102.2115,105.9038,106.2115,105.1923,101.7692,110.6538,104.8077,108.6346,101.25,106.5,103.9231,103.5577,102.7308,104.8846,104.6923,104.2308,101.6154,101.0192,106.0962,106.3269,120.2115,65
103.2885,103.2115,102.5192,100.6731,101.2308,104.8846,103.5962,104.2115,108.6346,102.8654,101.4038,103.9038,103.5192,103.8846,101.7115,102.9615,109.5,105.3846,105.1923,107.25,102.2885,102.8077,102.6923,107.8654,104.3269,104.5,103,102.2115,103.6538,122,129.6923,106.3462,102.2308,108.2692,103.5962,108.3846,101.2115,105.7692,104.9808,104.6346,102.5769,104.2692,104.1731,105.1538,102.2692,101.3462,106.2692,105.5577,116.6538,66
103.9808,102.3654,105.7115,102.0769,101.3077,104.8654,102.1154,103.0385,111.5577,102.7692,101.6731,104.25,106.1154,102.6731,101.4808,101.5577,108.6346,103.9808,103.6538,105.0192,103.8462,103.3269,102.8846,106.4038,106.1154,106.1923,103.6154,101.9231,102.9423,108.7308,112.1923,104.9808,102.0192,109.1154,105.0577,107.25,101.1731,103.3654,103.7115,106.0769,102.5769,103.25,103.8462,103.7692,101.6731,102.5577,104.0962,107.9615,116.2885,67
103.4423,102.2308,104.7692,101,100.5577,104.2692,100.9038,102.0962,109.3077,102.6154,101.2308,104.6538,104.5192,103.5192,101.4231,102.0192,109.2885,105.4615,104.1923,105.0769,101.4038,103.0769,101.3654,107.8269,104.9615,104.4808,102.9038,101.3846,101.5385,106.3269,107.9231,105.7692,101.8846,111.4423,104.3077,108.2308,102.3269,104.7692,103.9808,107.1154,101.9615,103.0385,103.6731,103.9808,103.3077,100.8462,104.5192,105.5962,113.8462,68
103.1346,102.6731,104.0385,102.2885,101.0962,104.0192,102.5577,101.9231,109.3654,102.8654,101.1154,103.8654,104.4615,102.4231,101.5,102.6538,108.4231,105.8077,103.3846,104.3269,102.4615,101.9808,100.8462,107.1154,103.25,104.25,102.9231,100.8077,100.8077,106.7692,106.7692,103.7115,101.1154,109.3077,105.0769,107.8654,101.2885,104.2115,103.3846,106.6154,103.6154,102.5769,104.1731,104.4808,101.9231,100.9423,103.5192,107.8654,114.4231,69
102.8462,103.3846,105.3077,101.9038,99.7692,104.6923,102.3654,102.5,111.3846,104.2115,101.6923,105.2885,102.9808,104.9808,100.8846,103.0962,109.3077,105.8269,103.9808,104.2115,102.8462,103.4615,101.4808,106.5577,102.8077,104.5385,103.1346,101.75,100.9231,104.8077,107.25,105.0769,102.1731,109.7308,105.9423,107.0385,102.3846,104.6731,105.4615,106.3077,101.7115,103.9038,104.1538,104.0192,101.6923,101.6154,104.1731,105.9231,115.4231,70
103.1538,102.3077,105.2115,100.9808,102.2308,106.1154,102,103.5,110.8462,101.4038,101.3462,105.2115,104.0962,103.7885,101.9423,102.3269,108.7885,105.25,104.5192,104.0192,102.3077,103.2115,101.0192,106.4808,103.2692,103.5,103.7885,102.1346,101.7885,107.6538,107.3077,107.25,101.1538,109.5192,106.8654,107.1346,102.0962,105.4615,105.8269,106.3654,103.4231,103.2885,104.1731,104.1538,103.2308,102.0192,104.9038,107.3077,117.5,71
103.6538,102.6923,104.0385,101.6538,101.0385,104.4808,101.0577,103.6923,111.9038,102.2692,100.7115,104.9808,103.1346,104.5577,101.3654,101.4808,108.6731,106.5962,104.1346,105.6346,102.9231,102.9038,101.1154,106.8462,104.4038,103.4423,103.3654,100.5769,101.4038,104.9615,105.1154,148.1923,101.9423,108.7692,106.3269,107.5,101.5,103.6346,104.2115,105.2692,105.0577,103.9808,103.3462,102.7308,102.0385,101.1538,104.5577,106.2308,113.8462,72
103.9615,103.7308,104.3269,101.8846,101.6154,103.7115,103.6154,102.4423,109.7308,103.3077,100.5769,103.7115,104.2115,105.6923,101.25,101.6731,110.3846,108.0577,106.1923,104.8077,102.9423,102.0577,101.7692,107.3654,104.0769,104.2885,104.8269,102.0385,102.1154,104.6923,107.0769,142.7308,107.0962,109.75,105.9038,107.7115,102.1731,103.8077,103.2692,105.3654,103.2692,104.4231,103.5769,104.1538,101.5385,100.6923,104.4231,109.1538,112.2885,73
102.4615,102.4615,104.5577,101.3846,100.5769,102.8269,105.25,102.25,111.8462,103.1731,101.6923,103.7885,104.1538,105.3846,102.4615,102.3269,108.5192,104.9423,106.8462,104.8462,104.0385,102.4038,101.5,106.1923,105.4423,103.4231,103,100.6154,101.6731,105.4808,105.3846,139.1923,111.3462,109.4038,105.9038,106.5385,102.2308,106.4615,103.9615,104.8846,102.4038,103.3654,104.2115,104.6346,101.8846,101.8846,103.8846,106.2115,114.9808,74
102.5,102.8654,103.1538,101.3269,101.2308,102.3654,103.2115,101.9231,110.9808,102.5769,101,103.0192,103.75,103.7885,101.6731,101.6731,109.6731,105.3462,108.4038,103.4038,105.4231,102.1154,101.6346,106.4038,104.7308,102.5577,103.75,101.8846,101.0769,104.5962,105.9808,117.9231,103.3269,107.8846,107.3269,106.8654,102.1154,104.1346,102.9423,105.7115,103.0962,103.6538,103.9231,103.8269,100.6731,102.5,103.2885,106.8846,121.6538,75
102.5577,102.9808,104.1538,101.0385,101.0962,104.5192,101.7692,101.9038,110.6731,102.1731,100.4423,104.5577,104.7115,105.9231,101.75,101.3269,108.4808,105.5769,107.0769,104,103,101.3462,101.3846,106.2692,103.9615,102.9231,104.2885,101.4808,101.5577,105.5577,104.8269,112.8654,102.4038,108.3654,107.0192,106.9615,102.6923,102.9423,103.6346,104.4615,104.4038,103.5769,113.0769,102.5962,100.5962,101.7308,103.25,106.75,111.0962,76
105.0577,102.2115,104.9231,101.4423,101.9423,103.5577,101.8846,103.1731,109.6154,102.9615,100.4615,102.6538,103.8654,103.7692,102.8269,101.8654,108.7308,104.9038,106.9615,103.25,103.5,102,100.9808,107.5385,104.1154,105.3654,103.7885,102.5,101.2308,104.1346,105.4231,112.3269,102.1731,110.0385,105.7115,108.5769,100.5,104.0962,103.8654,106.2885,103.8269,104.5385,106.0577,111.1731,101.9231,101.4808,105.2692,106.5385,109.5192,77
102.1538,102.2885,103.2885,101.1154,100.6154,104.0769,102.8462,101.8077,111.5769,103.1923,99.7885,103.3846,102.8077,104.4231,102.6346,101.6154,110.6731,106.6154,108.9231,104.75,104.3462,102.8846,101.3462,108.0962,106.3462,104.8077,103.9615,101.3077,101.6538,105.8462,104.6923,110.0962,101.1923,107.4615,106.4231,108.4615,102.1538,103.5385,103.7692,105.1346,102.6538,103.0962,103,110.75,101.7692,100.8269,106.3654,106.1731,108.9423,78
105.5577,102.8269,103.6731,100.9231,100.4038,103.6154,102.3077,102.3846,110.6346,103.5,100.5577,103.0962,103.2692,104.8077,102.4038,102.5192,109.2308,105.4615,108.5,104.4615,101.9038,102.2692,101.0192,107.6154,107.25,104.3846,102.4231,101.8269,102.1538,104.4615,105.6731,109.5,100.6731,134.1731,106,107.6346,102.0385,104.3077,104.6923,105.6923,103,103.1538,102.8654,105.4615,102.0385,102.2692,104.2885,106.5577,111.1538,79
102.7115,102.9231,103.9808,101.8654,101.2115,105.2692,102.8846,103.4423,113.5577,103.9808,100.8462,103.8846,104.2115,103.0385,101.5577,103.2308,108.2115,105.8462,108.0192,104.6923,103.3846,102.4808,100.8077,106.9231,106.3269,103.0962,103.2115,101.7308,101.2692,103.5577,106.5385,106.4808,101.4038,110.5962,106.0962,106.8846,101.4231,103.6346,106.1346,104.6923,103.8654,101.6923,104.8269,103.3462,101.2115,102.1731,105.75,107.4038,110.2115,80
102,104.8462,103.6538,101.6731,101.1923,105.1538,102.2115,101.8077,111.4038,103.7885,101.4423,102.7885,102.9423,103.0192,102.3462,103.5769,109.1731,105.9808,108.2115,104,104.2692,101.9808,101.2308,106.6538,106.8269,103.8462,103.7115,101.3462,100.7692,103.9231,105.2885,107.1731,101.0385,111.2692,104.5577,106.9038,101.6923,103.5962,103.3269,104,102.4231,103.1538,104.1154,102.5385,102.0962,103.2115,105.2308,107.8462,110.6538,81
102.9231,102.9038,104.7308,101.4615,101.2308,104.8462,101.5192,102.3846,112.6538,103.3846,101.0577,103.25,103.5769,103.7692,101.6538,101.8846,108.2885,105.3269,108.1923,103.5577,104.1731,102.7692,101.3462,106.0577,104.8077,103.4615,105.2115,101.2115,101.5577,104.0385,106.0385,107.0577,100.6923,107.4231,104.5962,105.9615,102.3846,104.0962,103.8846,104.6923,102.5,102.8269,104.4038,103.5192,100.5769,101.8462,103.9423,106.5769,109.9808,82
104.7885,103.5,103.0385,101.2692,100.0192,104.5,101.6154,101.4038,110.0385,102.5192,100.6154,104.5577,103.0962,103.8462,101.5192,101.9038,109.9231,105.0577,105.7115,103.5385,102.4808,102.0769,101.1923,107.8077,105.9615,104.2692,102.7692,101.9231,101.4038,104.4808,106.8077,107.7692,101.3077,108.5577,105.0577,108.3269,101.6346,104.0962,103.9808,105.7115,101.4423,102.6923,104.0192,103.6346,101.0769,102.0769,104.9615,106.2692,110.9231,83
103.8654,103.1154,103.5,101.6346,100.9038,104.2115,101.5769,102.3077,106.2308,104.4231,100.5962,104.4615,104.0769,102.6154,102.6538,102.8846,109.3077,103.9808,106,103.3269,101.5962,101.6923,101.1154,107.3077,106.6731,105.0769,103.4423,100.5192,101.4808,103.8462,106.4808,107.9231,100.9423,107.8846,104.2308,107.4615,103.0769,103.9808,104.1154,103.8269,103.0962,103,103.6346,103.5192,100.7308,101.3654,105.8077,107.7308,108.8269,84
103.2885,102.7885,105.7308,101.8077,100.9423,104.3077,101.9423,101.7885,105.2692,103.3462,100.3077,104.8462,104.0385,103.2115,101.8654,101.9231,108.8269,105.0192,108.7692,102.9038,103.1731,102.0769,100.6731,108.5769,105.3462,102.9038,103.5577,101.6346,101.2115,104.75,107.0769,105.7115,101.8269,108.0962,128.0577,108.1154,102.3269,104.5577,103.3077,104.9038,103.1538,103.6346,102.8077,103,101.5962,102.5192,106.4615,106.8462,109.8846,85
102.6923,103.7692,105.3654,101.2308,101.2885,103.5192,101.6154,101.9038,105.4423,102.0385,100.1538,103.9423,104.6346,103.5385,101.0385,101.2885,108.4808,106.1538,107.5,104.5962,103.8269,102.4423,100.8462,108.7692,104.8077,102.25,105.25,100.9038,101.1154,104.8462,106.8654,105.75,101.5769,107.3077,126.5962,108.7692,100.9423,104.2885,102.6346,104.5,103.1154,102.6154,103.3846,106.5962,101.1154,103,104.9808,106.2115,109.3846,86
103.9615,103.6154,103.0769,101.5,100.2115,104.1154,101.9615,103.3077,105.6731,103.4038,101.1731,102.6154,103.5769,104.2308,101.9423,102.8269,110.1346,105.8846,108.0577,105.3077,102.3462,101.5192,101.3077,121.9615,104.2692,103.1154,105.1346,101.3269,101.0385,105.1154,107.8462,107.6346,100.8846,106.9231,125.1731,122.5962,129.9423,103.1346,103.6923,104.3077,102.2308,101.5192,102.8077,105.6923,101.5,101.5385,106.4423,105.3846,109.5769,87
103.1154,102.75,103.9423,101.8846,101.3269,103.0577,101.7885,103.7308,105.5769,103.25,100.7692,102.25,104.25,103.6346,101.5962,101.4423,110,104.3269,106.8269,103.5577,101.75,101.2692,101.7692,119.5,105.4423,103.5,105.3846,100.3269,102.1154,103.6923,107.5769,105.9423,101.1731,108.3462,125.6923,120.2692,104.8654,119.4038,102.8654,104.2115,101.6923,102.0385,101.5577,104.5962,101.1538,100.9615,106.3269,107.5192,108.3077,88
102.8077,101.5,104.1154,103.1923,101.6923,102.6346,101.3462,101.2308,106.6923,103.8462,101.3077,103.2692,104.5577,103.4423,101.8077,102.5577,108.8462,105.25,107.2885,104.4808,103.3077,101.0962,100.9423,115.1346,104.4423,102.9038,104.0769,100.9231,101.4808,103.7308,107.4423,107.5,101.2308,109.6731,124.3846,116,104.1538,105.3462,120.6154,105.6346,102.1538,103.9231,101.8462,103.5192,101.0192,102.2308,107.0769,104.2692,109.25,89
104.6538,102.8462,104.25,101.5192,100.8846,102.8077,101.1923,101.4231,106.1923,102.8654,101.0192,104.1538,105.8077,102.9615,101.8269,103.9423,108.4808,104.2885,106.9231,105.2885,101.4038,103.2308,101.9615,106.2885,104.6538,107.3846,104.4231,100.4808,102.0192,105.5577,107.8654,107.9808,100.0577,108.4615,120.4231,107.6346,104.2115,103.5,120.5962,108.3654,102.4038,102.1154,102.2692,103.5385,101.9423,101.1538,105.1731,104.0385,107.7885,90
102.8462,103.0192,106.1154,101.8462,101.0192,103.2115,101.3077,102.75,104.9231,103.0192,99.9615,104.0385,104.0769,103.8269,102.0385,104.0962,110.1538,104.1538,109.7885,104.0385,102.6538,102.3077,100.9231,106.6923,104.3654,106.4808,104.1538,100.5192,101.0769,103.3846,107.6731,106.7885,100.9423,109.2885,119.9231,107.4615,102.6731,102.5769,122.0192,120.0192,101.9615,102.9231,103.5577,103.9808,100.4615,100.8269,104.2885,104.5769,106.7885,91
104.0385,102.7692,105.2115,101.5,100.25,103.5577,102,101.8462,109.4038,103.4808,100.6346,104.5192,105.2885,104.1346,101.5385,101.6731,107.7692,105.6731,108.1538,104.0769,102.9038,101.8077,101.0192,105.2885,104.8654,105.9615,103.7308,100.4808,101.1923,103.75,104.2885,104.6731,101.1154,108.6731,114.9423,104.8077,103.3462,102.9038,121.5962,119.2692,103.1346,102.9615,102.4423,103.8269,100.8846,101.1154,105.6346,106.0385,106.3462,92
103.9615,102.75,107.4808,102.2692,101.0192,103.4808,101.1923,101.9615,106.8846,104.7115,101.75,105.1154,107.6346,103.6731,101.5577,102.0962,109.5769,105.5192,109.5,103.9231,103.9808,101.5385,101.9808,103.9038,103.4038,105.9038,102.8846,102.1538,102.2692,103.9231,105.5769,104.1731,101.3269,108.3654,112.7308,104.0577,102.3654,104.0577,124.9231,119,102.5385,103.25,103.2692,103.9423,102.3269,101.3462,105.6154,108.8654,108.8077,93
103.9038,103.4423,106.5192,102.4038,101.8846,102.5769,101.2885,101.7885,107.7692,104.7115,100.5,103.9808,105.4615,103.25,101.2308,102.9038,107.1731,106.4038,110.3269,103.9423,103.6923,103.5385,102.0769,104.1731,104.5962,104.5192,103.4231,101.0192,101.9038,103.4615,104.8654,105.9615,100.6538,107.9231,110.6923,103.6346,103.2308,103.6923,118.9038,120.8077,101.0769,101.75,101.5385,103.9808,102.0577,101.9038,104.75,106.3654,109.0385,94
106.0577,102.3269,106.5769,101.7115,103,103.4231,102.0577,101.2885,105.3269,105.4808,100.5,104.3654,104.7115,104.0769,101.9038,103.8654,108.2885,105.6731,109.6538,103.5769,104,103,101.1923,102.25,104.75,105,102.8654,99.8077,101.5192,102.8269,103.5577,105.0769,101.2885,109.6923,110.0769,102.3077,102.8269,103.4615,117.3077,119.9808,102.4423,103.1346,102.5192,104.8269,101.5192,100.6538,105.75,107.8077,107.4231,95
105.0769,101.7115,106.5769,102.6538,104.1731,102.0385,102.1538,102.7308,106.8846,103.8077,101.2692,103.7692,104.1538,103.8269,100.7308,102.9423,107.8269,106.0962,110.2692,103.5962,105.1731,101.5577,101.5577,103.0769,106.4615,103.3462,103.7692,100.7308,101.2115,102.0192,106.6538,104.8654,101.6923,107.4231,109.3462,102.9423,101.6731,104.3846,115.5192,120.0192,104.1346,102.5962,103.0577,104.2115,101.3462,101.3077,105.3269,107.4231,106.5385,96
105.0769,101.6346,106,102.4808,103.2885,102.5385,101.8654,103.0385,106.5385,101.75,101.3846,103.4231,103.6923,104.2308,101.4423,101.6731,107.7885,109.9615,108.5769,102.8654,104.6731,102.5769,102.2692,103.6154,104.5192,102.5769,103.7115,99.9808,102.4615,102.9038,105.5192,105.75,100.9231,108.7692,107.4231,103.4423,101.1154,106.4808,116.6923,118.6538,102.0577,102.0385,102,104.6538,101.2115,101.0769,103.7692,105.9423,107.0192,97
103.7308,102.4038,106.3846,101.7115,106.2692,102.2308,101.0577,103.6923,103.5577,104.3077,100.7308,103.7885,103.9231,102.4231,100.9231,102.1154,107.3077,106.5769,108.0577,104.3654,104.7692,101.5577,101.3462,101.3846,104.1538,106.1731,101.7308,100.5962,102.0962,104.2308,105.4615,104.9423,101.75,109.25,108.2115,101.0192,101.1346,104.3462,116.4615,115.3077,102.3846,103.0577,101.3269,103.8077,101.1346,101.3654,104.5769,107.1731,107.5385,98
104.1923,102.9231,107.0962,101.4423,105.2885,103.6538,102.4423,103.2885,103.7308,102.3077,101.3462,105.4038,104.3269,102.6538,101.0192,102.4231,110.2692,107.2885,108.3269,104.7308,105.1731,100.7692,100.9038,102.4038,105.3846,105.1538,102.7885,100.8846,101.2308,103.2115,106.4808,105.25,101.1154,108.2692,108.1538,102.3846,101.0385,104.1923,114.5,115.6731,102.8846,103.0192,101.7115,106.2115,101.25,100.6346,103.9808,105.1154,109.8846,99
103.4231,102.1346,110.1346,101.4423,105.5962,102.6346,101.6346,102.7885,103.7115,103.1538,100.7692,104.0769,104.2308,105.3077,101.75,102.8846,107.4808,107.9231,110.1923,104.1346,103.5192,101.5769,101.1731,102.4615,104.7692,104.4423,104.0192,100.5192,101.3269,104.5962,104.8846,106.4808,101,107.1346,105.9231,101.8269,101.4231,105.2308,111,115.4038,103.8077,103.6731,101.4231,105.5385,101.3654,101.5769,103.8654,105.0962,110.9808,100
